e52,e23,x38,xv38,vinqi
MULLET,mullet,mullet,,मलेट
MULLION,mullion,mullion,,बिचला छड़
MULLIONED,mullioned,mullioned,,बिचले छड़ का
MULTI,multi,multi,,बहु
MULTICOLOR,multicolor,multikolor,,रंगबिरंगा
MULTICOLOUR,multicolour,multikolour,,रंगबिरंगा
MULTICOLOURED,multicoloured,multikoloured,,रंगबिरंगा
MULTICULTURAL,multicultural,multikultural,,बहुसांस्कृतिक
MULTICULTURALISM,multiculturalism,multikulturalism,,बहुसंस्कृतिवाद
MULTIFACETED,multifaceted,multifaseted,,बहुमुखी
MULTIFARIOUS,multifarious,multifarious,,बाहुल्यपूर्ण
MULTIFARIOUSLY,multifariously,multifariously,,विविध प्र्कार से
MULTIFARIOUSNESS,multifariousness,multifariousness,,विविधतापूर्ण
MULTILATERAL,multilateral,multilatxral,,बहुपक्षीय
MULTILATERALISM,multilateralism,multilatxralism,,बहुपार्श्ववाद
MULTILINGUAL,multilingual,multilingual,,बहुभाषीय
MULTILINGUALISM,multilingualism,multilingualism,,एक साथ बहुत सारे भाषाये का पता होना
MULTIMEDIA,multimedia,multimedia,,बहु माध्यम
MULTINATIONAL,multinational,multinational,,बहुराष्ट्रीय कंपनी
MULTIPARTY,multiparty,multiparty,,बहुदलीय
MULTIPLE,multiple,multiple,,गुणज
MULTIPLEX,multiplex,multiplex,,बहुपटीय सिनेमा हाल
MULTIPLEXER,multiplexer,multiplexxr,,बहुसंकेतक
MULTIPLICABLE,multiplicable,multiplikable,,गुण्य
MULTIPLICATION,multiplication,multiplikation,,गुणक
MULTIPLICATIVE,multiplicatiwe,multiplikatiwe,,गुणात्मक
MULTIPLICITY,multiplicity,multiplisity,,अधिकता
MULTIPLIER,multiplier,multiplixr,,गुणक
MULTIPLY,multiply,multiply,,उत्पादन करना
MULTITUDE,multitude,multitude,,जनसाधारण
MULTITUDINOUS,multitudinous,multitudinous,,असंख्य
MUM,mum,mum,,माता
MUMBLE,mumble,mumble,,अस्पष्ट बोलना
MUMBLING,mumbling,mumbling,,बड़बड़ाना
MUMMERY,mummery,mummxry,,मूकाभिनय
MUMMIFICATION,mummification,mummifikation,,शव परिरक्षण
MUMMIFY,mummify,mummify,,शव का परिरक्षण करना
MUMMY,mummy,mummy,,पुराना परिरक्षित शव
MUMP,mump,mump,,अस्पष्ट बोलना
MUMPS,mumps,mumps,,कनपड़ा
MUNCH,munch,munc,,चपर चपर खाना
MUNCIF,muncif,munsif,,मुन्सिफ
MUNCIPALITY,muncipality,munsipality,,नगरपालिका
MUNDANE,mundane,mundane,,नीरस
MUNDANELY,mundanely,mundanely,,साधारण
MUNDANENESS,mundaneness,mundaneness,,दुनियादारी
MUNDANITY,mundanity,mundanity,,दुनियादारी
MUNG,mung,mung,,मूंग
MUNICIPAL,municipal,munisipal,,नगरीय
MUNICIPALITY,municipality,munisipality,,नगर पालिका
MUNICIPALIZE,municipalize,munisipalize,,नगरपालिका के अधीन करना
MUNIFICENSE,munificense,munifisense,,उदारता
MUNIFICENSELY,munificensely,munifisensely,,दयाशीलता से
MUNIFICENT,munificent,munifisent,,उदार
MUNIMENT,muniment,muniment,,प्रलेख
MUNIMENTS,muniments,muniments,,सामाग्री
MUNITION,munition,munition,,अस्त्र शस्त्र
MUNITIONS,munitions,munitions,,युद्ध सामग्री
MUNJ,munz,munz,,एक एशियाई घास
MUON,muon,muon,,एक अस्थिर उपपरमाण्विक कण
MURAJ,muraz,muraz,,मुरज
MURAL,mural,mural,,दीवार संबंधी
MURALANT,muralant,muralant,,भित्तिकला
MURDER,murder,murdxr,,कत्ल
MURDERER,murderer,murdxrxr,,खूनी
MURDERESS,murderess,murdxress,,खूनीई
MURDEROUS,murderous,murdxrous,,हिंस्र
MURDEROUSLY,murderously,murdxrously,,निर्दयता
MURIARIA,muriaria,muriaria,,टाइकोड्रोम म्युरियारिया
MURK,murk,murk,,अँधेरा
MURKY,murky,murky,,अँधेरा
MURMER,murmer,murmxr,,मर्मराहट
MURMUR,murmur,murmur,,बड़बड़ाना
MURMURING,murmuring,murmuring,,फुसफुसाता
MURPHY,murphy,murphy,,सफ़ेद आलू
MUSA,musa,musa,,एक पैगंबर का नाम
MUSCLE,muscle,muskle,,अंसपेशी
MUSCLES,muscles,muskles,,ताकत दिखाना
MUSCLY,muscly,muskly,,हृष्ट पुष्ट
MUSCULAR,muscular,muskular,,पेशीय
MUSD,musd,musd,,एक लाख अमेरिकी डॉलर
MUSE,muse,muse,,ग्रीक कला की देवी
MUSEUM,museum,museum,,अजायबघर
MUSH,mush,mush,,खुशामद
MUSHROOM,mushroom,mushroom,,कुकरमुत्ता
MUSHY,mushy,mushy,,अति भावुक
MUSIC,music,musik,,कंठ संगीत
MUSICAL,musical,musikal,,मधुर
MUSICALITY,musicality,musikality,,संगीत कुशलता
MUSICALLY,musically,musikally,,संगीत के हिसाब से
MUSICIAN,musician,musisian,,रसिक
MUSICIANSHIP,musicianship,musisianship,,संगीतकारी
MUSILAGENOUS,musilagenous,musilagenous,,लसदास
MUSING,musing,musing,,विचारमग्न
MUSINS,musins,musins,,श्लेष्म रस
MUSK,musk,musk,,कस्तूरी
MUSKET,musket,musket,,बंदूक
MUSKETEER,musketeer,musketexr,,बंदूकधारी सैनिक
MUSKETRY,musketry,musketry,,बंदूक कौशल
MUSKMELON,muskmelon,muskmelon,,खरबूजा
MUSKRAT,muskrat,muskrat,,कस्तूरी मूषक
MUSKY,musky,musky,,कस्तूरी गन्ध युक्त
MUSLIM,muslim,muslim,,मुसलमान
MUSLIN,muslin,muslin,,मलमल
MUSO,muso,muso,,संगीत का शौकीन एवं जानकार
MUSS,muss,muss,,अव्यवस्था
MUSSEL,mussel,mussel,,शंबुक
MUST,must,must,,अनिवार्य
MUSTACHE,mustache,mustace,,घनी
MUSTACHED,mustached,mustaced,,मूछों वाला
MUSTANG,mustang,mustang,,जंगली घोड़ा
MUSTARD,mustard,mustard,,जंगली सरसों
MUSTER,muster,mustxr,,इकट्ठा होना
MUSTY,musty,musty,,फफूंदा हुआ
MUTABILITY,mutability,mutability,,परिवर्तनीयता
MUTABLE,mutable,mutable,,परिवर्तनीय
MUTABLENESS,mutableness,mutableness,,परिवर्तनीयता
MUTAGEN,mutagen,mutagen,,उत्परिवर्तजन
MUTANT,mutant,mutant,,उत्परिवर्ती जंतु
MUTATE,mutate,mutate,,परिवर्तित होना
MUTATION,mutation,mutation,,नामांतरण
MUTE,mute,mute,,आवाज मंद करना करना
MUTED,muted,muted,,ठंडा
MUTELY,mutely,mutely,,खामोशी से
MUTILATE,mutilate,mutilate,,काटना
MUTILATED,mutilated,mutilated,,अंगहीन
MUTILATION,mutilation,mutilation,,अंग भंग
MUTINEER,mutineer,mutinexr,,बलवा करना
MUTINOUS,mutinous,mutinous,,बागी
MUTINY,mutiny,mutiny,,गदर
MUTT,mutt,mutt,,दोगला कुत्ता
MUTTER,mutter,muttxr,,फुसफुसाहट
MUTTERING,muttering,muttxring,,बड़बड़ाहट
MUTTON,mutton,mutton,,भेड़ का मांस
MUTUAL,mutual,mutual,,आपसी
MUTUALISM,mutualism,mutualism,,सहजीविता
MUTUALITY,mutuality,mutuality,,पारस्परिकता
MUTUALLY,mutually,mutually,,परस्पर
MUZZLE,muzzle,muzzle,,थूथन
MUZZUL,muzzul,muzzul,,थूथन
MUZZY,muzzy,muzzy,,अस्पष्ट
MV,mw,mw,,मोटर पोत
MYANMAR,myanmar,myanmar,,म्याँमार
MYCOLOGY,mycology,mykology,,कवक विज्ञान
MYNAH,mynah,mynah,,मैना
MYOPIA,myopia,myopia,,अदूरदर्शिता
MYOPIC,myopic,myopik,,अदूरदर्शी
MYRIAD,myriad,myriad,,असंख्य
MYRTLE,myrtle,myrtle,,मेंह्दी
MYSELF,myself,myself,,अकेला
MYSTERIOUS,mysterious,mystxrious,,गूढ
MYSTERY,mystery,mystxry,,गूढ़
MYSTIC,mystic,mystik,,आध्यात्मिक
MYSTICAL,mystical,mystikal,,आध्यात्मिक
MYSTICALLY,mystically,mystikally,,आध्यात्मिक ढंग से
MYSTICISM,mysticism,mystisism,,रहस्यवाद
MYSTIFICATION,mystification,mystifikation,,घबराहट
MYSTIFY,mystify,mystify,,घबरा जाना
MYSTIFYING,mystifying,mystifying,,रहस्यपूर्ण
MYSTIQUE,mystikue,mystikue,,रहस्यात्मकता
MYTH,myth,myth,,कल्पणिक कथ
MYTHIC,mythic,mythik,,काल्पनिक
MYTHICAL,mythical,mythikal,,पौराणिक गाथाओं का
MYTHOLOGICAL,mythological,mythologikal,,पौराणिक
MYTHOLOGY,mythology,mythology,,पौराणिक कथाएँ
MYXOMATOSIS,myxomatosis,myxomatosis,,मिक्सोमा रोग
N.B.,n.b.,n.b.,,ध्यान दीजिये
NAAFI,naafi,naafi,,नाफ़ी
NAAN,naan,naan,,नान
NAB,nab,nab,,एकाएक पकड़ लेना
NABOB,nabob,nabob,,नवाब
NABU,nabu,nabu,,नेबू
NACTOR,nactor,naktor,,सोमविता
NADA,nada,nada,,कुछ नहीं
NADIR,nadir,nadir,,अधोबिंदु
NAFF,naff,naff,,बेकार
NAG,nag,nag,,टट्टू
NAGGER,nagger,naggxr,,पीछे पड़ने वाला
NAIAD,naiad,naiad,,जल परी
NAIF,naif,naif,,भोला
NAIL,nail,nail,,आसानी से सफलता पा लेना
NAIVE,naiwe,naiwe,,अदीक्षित
NAIVELY,naiwely,naiwely,,बेवकूफ़ों की तरह
NAIVENESS,naiweness,naiweness,,सरलता
NAIVETE,naiwete,naiwete,,सरलता
NAIVETY,naiwety,naiwety,,अनुभवहीनता
NAKED,naked,naked,,अवस्त्र
NAKEDLY,nakedly,nakedly,,अरक्षित ढंग से
NAKEDNESS,nakedness,nakedness,,नग्नपन
NAME,name,name,,उपनाम
NAMELESS,nameless,nameless,,अज्ञात
NAMELY,namely,namely,,जैसे कि
NAMES,names,names,,अपशब्द कहना
NAMESAKE,namesake,namesake,,नामराशि
NAMIBIA,namibia,namibia,,नामीबिया
NAN,nan,nan,,दादी
NANCE,nance,nanse,,समलैंगिक पुरुष
NANDI,nandi,nandi,,नन्दी
NANNY,nanny,nanny,,आया
NANOSENSOR,nanosensor,nanosensor,,अतिसूक्ष्मसंवेदक
NANOTECHNOLOGY,nanotechnology,nanotecnology,,अतिसूक्ष्म प्रौद्योगिकी
NAP,nap,nap,,अल्प निद्रा
NAPALM,napalm,napalm,,नेपाम
NAPE,nape,nape,,गरदन का पश्च भाग
NAPHTHA,naphtha,naphtha,,शीघ्र जलने वाला खनिज तेल
NAPHTHOQUINONE,naphthokuinone,naphthokuinone,,नैफ़्थोक्विनन
NAPKIN,napkin,napkin,,अंगौछा
NAPPY,nappy,nappy,,लंगोट
NAPTHALENE,napthalene,napthalene,,तारकोल या पेट्रोलिंयम के आबसन से बनी फिनाइल की  गोली
NARCISSISM,narcissism,narsissism,,आत्ममोह
NARCISSISTIC,narcissistic,narsissistik,,आत्ममोही
NARCISSUS,narcissus,narsissus,,नरगिस का पौधा
NARCOTIC,narcotic,narkotik,,नशीली दवाओं का
NARD,nard,nard,,जटामासी
NARGHILE,narghile,narghile,,हुक्का
NARGILEH,nargileh,nargileh,,हुक्का
NARK,nark,nark,,चिढ़ होना
NARKED,narked,narked,,गुस्सा
NARRATE,narrate,narrate,,आख्यान करना
NARRATION,narration,narration,,आख्यान
NARRATIVE,narratiwe,narratiwe,,कथा
NARRATOR,narrator,narrator,,कथावाचक
NARROW,narrow,narrow,,अनुदार
NARROWLY,narrowly,narrowly,,ज़रा सा
NARROWMINDEDNESS,narrowmindedness,narrowmindedness,,संकीर्णता
NARROWNESS,narrowness,narrowness,,अल्पदृष्टि
NARROWS,narrows,narrows,,सँकरा जलडमरूमध्य
NARWAL,narwal,narwal,,सफ़ेद व्हेल
NARWHAL,narwhal,narwhal,,आर्कटिक सागर में पाई जाने वाली व्हेल मछली
NARWHALE,narwhale,narwhale,,सफ़ेद व्हेल
NASA,nasa,nasa,,अमरीका का अंतरिक्ष कार्यालय
NASAL,nasal,nasal,,अनुनासिक
NASALIZATION,nasalization,nasalization,,अनुनासिक स्वर
NASCENT,nascent,nassent,,उदीयमान
NASEBERRY,naseberry,nasebxrry,,चीकू
NASTILY,nastily,nastily,,चिढ़ कर
NASTINESS,nastiness,nastiness,,गंदगी
NASTURTIUM,nasturtium,nasturtium,,जलकुंभी
NASTY,nasty,nasty,,अप्रिय
NATAL,natal,natal,,जन्म संबंधी
NATALITY,natality,natality,,जन्म दर
NATATION,natation,natation,,तैरना
NATATORIUM,natatorium,natatorium,,तरण ताल
NATES,nates,nates,,पिछाड़ी
NATION,nation,nation,,क़ौम
NATIONAL,national,national,,देशभक्त
NATIONALISE,nationalise,nationalise,,का राष्ट्रीयकरण करना
NATIONALISM,nationalism,nationalism,,राष्ट्र प्रेम
NATIONALIST,nationalist,nationalist,,राष्ट्रवादी
NATIONALITY,nationality,nationality,,राष्ट्रीयता
NATIONALIZATION,nationalization,nationalization,,राष्ट्रीयकरण
NATIONALIZE,nationalize,nationalize,,का राष्ट्रीयकरण करना
NATIONS,nations,nations,,प्लेस डी नेशन
NATIONWIDE,nationwide,nationwide,,देश भर में
NATIVE,natiwe,natiwe,,आदिवासी
NATIVITY,natiwity,natiwity,,जन्म
NATO,nato,nato,,उत्तरी अटलांटिक संधि संगठन
NATRON,natron,natron,,सज्जीखार
NATTER,natter,nattxr,,गप शप करना
NATTILY,nattily,nattily,,चुस्त दुरुस्त ढंग से
NATTY,natty,natty,,बना ठना
NATURALISATION,naturalisation,naturalisation,,देशीकरण
NATURALISE,naturalise,naturalise,,अनुकूल जीवन प्रदान करना
NATURALISM,naturalism,naturalism,,यथार्थवाद
NATURALIST,naturalist,naturalist,,पदार्थविज्ञानी
NATURALISTIC,naturalistic,naturalistik,,प्राकृतिक
NATURALIZATION,naturalization,naturalization,,देशीकरण
NATURALIZE,naturalize,naturalize,,अनुकूल जीवन प्रदान करना
NATURALLY,naturally,naturally,,प्राकृतिक रुप से
NATURALNESS,naturalness,naturalness,,सहजता
NATURE,nature,nature,,आदत
