e52	e23	x38	xv38	vinqi	vinqi_fonetik	pnzabi	xp38	guzraji	xg38	bNgali	xb38
opening	opening	opniNg	prarmBik	प्रारंभिक	ओपनिंग	প্রারংভিক	prarmBik	প্রারংভিক	prarmBik		
operate	operate	aopret	sncalij	संचालित	ऑपरेट	সংচালিত	sncalij	সংচালিত	sncalij		
operating	operating	aopretiNg	aopretiNg	ऑपरेटिंग	ऑपरेटिंग	঑পরেটিংগ	aopretiNg	঑পরেটিংগ	aopretiNg		
operation	operation	aopreSn	sncaln	संचालन	ऑपरेशन	সংচালন	sncaln	সংচালন	sncaln		
operator	operator	aopretr	aopretr	ऑपरेटर	ऑपरेटर	঑পরেটর	aopretr	঑পরেটর	aopretr		
opinion	opinion	opiniyn	ray	राय	ओपिनियन	রায	ray	রায	ray		
opponent	opponent	apponent	prjiqwnqwi	प्रतिद्वंद्वी	ॉपपोनेंट	প্রতিদ্঵ংদ্঵ী	prjiqwnqwi	প্রতিদ্঵ংদ্঵ী	prjiqwnqwi		
opportunity	opportunity	opporjuniti	xwsr	अवसर	ओप्पोर्तुनिटी	অ঵সর	xwsr	অ঵সর	xwsr		
oppose	oppose	oppose	ka wiroQ	का विरोध	ओपपोसे	কা ঵িরোধ	ka wiroQ	কা ঵িরোধ	ka wiroQ		
opposite	opposite	xpozit	wilom	विलोम	अपोजिट	঵িলোম	wilom	঵িলোম	wilom		
opposition	opposition	opposiSn	wiroQ	विरोध	ओप्पोसिशन	঵িরোধ	wiroQ	঵িরোধ	wiroQ		
option	option	aopSn	wiklp	विकल्प	ऑप्शन	঵িকল্প	wiklp	঵িকল্প	wiklp		
or	or	our	ya	या	और	যা	ya	যা	ya		
orange	orange	aorenz	snjra	संतरा	ऑरेंज	সংতরা	snjra	সংতরা	snjra		
order	order	xardr	gn	गण	आर्डर	গণ	gn	গণ	gn		
ordinary	ordinary	xardinri	saQarn	साधारण	आर्डिनरी	সাধারণ	saQarn	সাধারণ	saQarn		
organic	organic	xargenik	karbnik	कार्बनिक	आर्गेनिक	কার্বনিক	karbnik	কার্বনিক	karbnik		
organization	organization	xargenaizeSn	sNgTn	संगठन	आर्गेनाइजेशन	সংগঠন	sNgTn	সংগঠন	sNgTn		
organize	organize	orgnyize	wywsJij	व्यवस्थित	ओर्गनइजे	঵্য঵স্থিত	wywsJij	঵্য঵স্থিত	wywsJij		
orientation	orientation	orienteSn	xBiwinyas	अभिविन्यास	ओरिएंटेशन	অভি঵িন্যাস	xBiwinyas	অভি঵িন্যাস	xBiwinyas		
origin	origin	orizin	mul	मूल	ओरिजिन	মূল	mul	মূল	mul		
original	original	orizinl	mul	मूल	ओरिजिनल	মূল	mul	মূল	mul		
originally	originally	oriznli	moulik rup se	मौलिक रूप से	ओरिजनली	মৌলিক রূপ সে	moulik rup se	মৌলিক রূপ সে	moulik rup se		
other	other	ijr	xny	अन्य	इतर	অন্য	xny	অন্য	xny		
others	others	oTers	xny	अन्य	ओठेर्स	অন্য	xny	অন্য	xny		
otherwise	otherwise	oJerwise	xnyJa	अन्यथा	ोथेरविसे	অন্যথা	xnyJa	অন্যথা	xnyJa		
ought	ought	ouGt	cavie	चाहिए	ोुघट	চাহিএ	cavie	চাহিএ	cavie		
our	our	xawr	vmari	हमारी	आवर	হমারী	vmari	হমারী	vmari		
ourselves	ourselwes	ourselwes	vm swy	हम स्वयं	ौरसेल्वेस	হম স্঵যং	vm swy	হম স্঵যং	vm swy		
out	out	xaut	bavr	बाहर	आउट	বাহর	bavr	বাহর	bavr		
outcome	outcome	xautkm	njiza	नतीजा	आउटकम	নতীজা	njiza	নতীজা	njiza		
outside	outside	xautsaid	bavr	बाहर	आउटसाइड	বাহর	bavr	বাহর	bavr		
oven	owen	own	jnqur	तंदूर	ओवन	তংদূর	jnqur	তংদূর	jnqur		
over	ower	owr	upr	ऊपर	ओवर	ঊপর	upr	ঊপর	upr		
overall	owerall	owrxal	kul milakr	कुल मिलाकर	ओवरआल	কুল মিলাকর	kul milakr	কুল মিলাকর	kul milakr		
overcome	owercome	wrke	kabu pana	काबू पाना	वर्के	কাবূ পানা	kabu pana	কাবূ পানা	kabu pana		
overlook	owerlook	owrluk	owrluk	ओवरलुक	ओवरलुक	ও঵রলুক	owrluk	ও঵রলুক	owrluk		
owe	owe	owe	qenqar vona	देनदार होना	ोवे	দেনদার হোনা	qenqar vona	দেনদার হোনা	qenqar vona		
own	own	on	xpna	अपना	ओन	অপনা	xpna	অপনা	xpna		
owner	owner	onr	malik	मालिक	ओनर	মালিক	malik	মালিক	malik		
pace	pace	pes	gji	गति	पेस	গতি	gji	গতি	gji		
pack	pack	pxik	saman banQna	सामान बाँधना	पैक	সামান বাঁধনা	saman banQna	সামান বাঁধনা	saman banQna		
package	package	pxikez	pxiket	पैकेट	पैकेज	পৈকেট	pxiket	পৈকেট	pxiket		
page	page	pez	prsT	पृष्ठ	पेज	পৃষ্ঠ	prsT	পৃষ্ঠ	prsT		
pain	pain	pxin	qrq	दर्द	पैन	দর্দ	qrq	দর্দ	qrq		
painful	painful	penful	qrqnak	दर्दनाक	पेनफुल	দর্দনাক	qrqnak	দর্দনাক	qrqnak		
paint	paint	pent	rNg	रंग	पेंट	রংগ	rNg	রংগ	rNg		
painter	painter	pentr	cijrkar	चित्रकार	पेंटर	চিত্রকার	cijrkar	চিত্রকার	cijrkar		
painting	painting	pentiNg	cijr	चित्र	पेंटिंग	চিত্র	cijr	চিত্র	cijr		
pair	pair	pexr	zoRa	जोड़ा	पेअर	জোড়া	zoRa	জোড়া	zoRa		
pale	pale	pila	fika	फीका	पीला	ফীকা	fika	ফীকা	fika		
palestinian	palestinian	plisjiniyn	filisjini	फ़िलिस्तीनी	पलिस्तीनियन	ফ়িলিস্তীনী	filisjini	ফ়িলিস্তীনী	filisjini		
palm	palm	pam	vJeli	हथेली	पाम	হথেলী	vJeli	হথেলী	vJeli		
pan	pan	pxin	brjn	बरतन	पैन	বরতন	brjn	বরতন	brjn		
panel	panel	pxinl	pxinl	पैनल	पैनल	পৈনল	pxinl	পৈনল	pxinl		
pant	pant	pnj	pnj	पंत	पंत	পংত	pnj	পংত	pnj		
paper	paper	pepr	kagz	कागज़	पेपर	কাগজ়	kagz	কাগজ়	kagz		
parent	parent	pxirent	maja–pija	माता–पिता	पैरेंट	মাতা–পিতা	maja–pija	মাতা–পিতা	maja–pija		
park	park	park	park	पार्क	पार्क	পার্ক	park	পার্ক	park		
parking	parking	parkiNg	parkiNg	पार्किंग	पार्किंग	পার্কিংগ	parkiNg	পার্কিংগ	parkiNg		
part	part	part	xnS	अंश	पार्ट	অংশ	xnS	অংশ	xnS		
participant	participant	partisipent	prjiBagi	प्रतिभागी	पार्टिसिपेंट	প্রতিভাগী	prjiBagi	প্রতিভাগী	prjiBagi		
participate	participate	partisipet	Bag lena	भाग लेना	पार्टिसिपेट	ভাগ লেনা	Bag lena	ভাগ লেনা	Bag lena		
participation	participation	partisipeSn	Bag lena	भाग लेना	पार्टिसिपेशन	ভাগ লেনা	Bag lena	ভাগ লেনা	Bag lena		
particular	particular	prtikulr	wiSist	विशिष्ट	पर्टिकुलर	঵িশিষ্ট	wiSist	঵িশিষ্ট	wiSist		
particularly	particularly	prtikyulrli	wiSesjya	विशेषतया	पर्टिक्यूलरली	঵িশেষতযা	wiSesjya	঵িশেষতযা	wiSesjya		
partly	partly	partli	xanSik rup me	आंशिक रूप में	पार्टली	আংশিক রূপ মেং	xanSik rup me	আংশিক রূপ মেং	xanSik rup me		
partner	partner	partnr	saJi	साथी	पार्टनर	সাথী	saJi	সাথী	saJi		
partnership	partnership	partnrSip	saZeqari	साझेदारी	पार्टनरशिप	সাঝেদারী	saZeqari	সাঝেদারী	saZeqari		
party	party	parti	smarov	समारोह	पार्टी	সমারোহ	smarov	সমারোহ	smarov		
pass	pass	pas	rasja	रास्ता	पास	রাস্তা	rasja	রাস্তা	rasja		
passage	passage	pxisez	rasja	रास्ता	पैसेज	রাস্তা	rasja	রাস্তা	rasja		
passenger	passenger	pxisenzr	yajri	यात्री	पैसेंजर	যাত্রী	yajri	যাত্রী	yajri		
passion	passion	pxiSn	zoS	जोश	पैशन	জোশ	zoS	জোশ	zoS		
past	past	past	xjij	अतीत	पास्ट	অতীত	xjij	অতীত	xjij		
patch	patch	pxic	pxibnq	पैबंद	पैच	পৈবংদ	pxibnq	পৈবংদ	pxibnq		
path	path	pJ	rasja	रास्ता	पथ	রাস্তা	rasja	রাস্তা	rasja		
patient	patient	peSent	rogi	रोगी	पेशेंट	রোগী	rogi	রোগী	rogi		
pattern	pattern	pxitrn	nmuna	नमूना	पैटर्न	নমূনা	nmuna	নমূনা	nmuna		
pause	pause	paz	rokna	रोकना	पॉज	রোকনা	rokna	রোকনা	rokna		
pay	pay	pay	Bugjan krna	भुगतान करना	पाय	ভুগতান করনা	Bugjan krna	ভুগতান করনা	Bugjan krna		
payment	payment	pement	Bugjan	भुगतान	पेमेंट	ভুগতান	Bugjan	ভুগতান	Bugjan		
pc	pc	pk	pisi	पीसी	पक	পীসী	pisi	পীসী	pisi		
peace	peace	pis	Sanji	शांति	पीस	শাংতি	Sanji	শাংতি	Sanji		
peak	peak	pik	SiKr	शिखर	पीक	শিখর	SiKr	শিখর	SiKr		
peer	peer	pir	smkS	समकक्ष	पीर	সমকক্ষ	smkS	সমকক্ষ	smkS		
penalty	penalty	penlti	qnd	दंड	पेनल्टी	দংড	qnd	দংড	qnd		
people	people	pipl	log	लोग	पीपल	লোগ	log	লোগ	log		
pepper	pepper	pipr	mirc	मिर्च	पीपर	মির্চ	mirc	মির্চ	mirc		
per	per	pxir	prji	प्रति	पैर	প্রতি	prji	প্রতি	prji		
perceive	perceiwe	prsiwe	smZna	समझना	परसीवे	সমঝনা	smZna	সমঝনা	smZna		
percentage	percentage	prsentez	prjiSj	प्रतिशत	परसेंटेज	প্রতিশত	prjiSj	প্রতিশত	prjiSj		
perception	perception	prsepSn	xnuBuji	अनुभूति	परसेप्शन	অনুভূতি	xnuBuji	অনুভূতি	xnuBuji		
perfect	perfect	prfekt	ujjm	उत्तम	परफेक्ट	উত্তম	ujjm	উত্তম	ujjm		
perfectly	perfectly	prfektli	puri jrv se	पूरी तरह से	पर्फेक्ट्ली	পূরী তরহ সে	puri jrv se	পূরী তরহ সে	puri jrv se		
perform	perform	prfarm	xBiny krna	अभिनय करना	परफॉर्म	অভিনয করনা	xBiny krna	অভিনয করনা	xBiny krna		
performance	performance	prfarmens	prqrSn	प्रदर्शन	परफॉरमेंस	প্রদর্শন	prqrSn	প্রদর্শন	prqrSn		
perhaps	perhaps	prvxips	Sayq	शायद	परहैप्स	শাযদ	Sayq	শাযদ	Sayq		
period	period	piriyd	xwQi	अवधि	पीरियड	অ঵ধি	xwQi	অ঵ধি	xwQi		
permanent	permanent	prmanent	sJayi	स्थायी	परमानेंट	স্থাযী	sJayi	স্থাযী	sJayi		
permission	permission	prmiSn	xnumji	अनुमति	परमिशन	অনুমতি	xnumji	অনুমতি	xnumji		
permit	permit	prmit	xagya qena	आज्ञा देना	परमिट	আজ্ঞা দেনা	xagya qena	আজ্ঞা দেনা	xagya qena		
person	person	prsn	wykji	व्यक्ति	पर्सन	঵্যক্তি	wykji	঵্যক্তি	wykji		
personal	personal	prsnl	wykjigj	व्यक्तिगत	पर्सनल	঵্যক্তিগত	wykjigj	঵্যক্তিগত	wykjigj		
personality	personality	prsnaliti	wykjijw	व्यक्तित्व	पर्सनालिटी	঵্যক্তিত্঵	wykjijw	঵্যক্তিত্঵	wykjijw		
personally	personally	prsnli	wykjigj rup se	व्यक्तिगत रूप से	पर्सनली	঵্যক্তিগত রূপ সে	wykjigj rup se	঵্যক্তিগত রূপ সে	wykjigj rup se		
personnel	personnel	prsnel	karmik	कार्मिक	पर्सनेल	কার্মিক	karmik	কার্মিক	karmik		
perspective	perspectiwe	prspektiw	pripreSy	परिप्रेक्ष्य	पर्सपेक्टिव	পরিপ্রেক্ষ্য	pripreSy	পরিপ্রেক্ষ্য	pripreSy		
persuade	persuade	prsued	razi krna	राज़ी करना	परसुएड	রাজ়ী করনা	razi krna	রাজ়ী করনা	razi krna		
pet	pet	pet	palju	पालतू	पेट	পালতূ	palju	পালতূ	palju		
phase	phase	fez	xwsJa	अवस्था	फेज	অ঵স্থা	xwsJa	অ঵স্থা	xwsJa		
phenomenon	phenomenon	fenomenn	jJy	तथ्य	फेनोमेनन	তথ্য	jJy	তথ্য	jJy		
philosophy	philosophy	flsfa	qrSn	दर्शन	फलसफा	দর্শন	qrSn	দর্শন	qrSn		
phone	phone	फ़on	fon	फ़ोन	फ़ोन	ফ়োন	fon	ফ়োন	fon		
photo	photo	foto	jswir	तस्वीर	फोटो	তস্঵ীর	jswir	তস্঵ীর	jswir		
photograph	photograph	fotograf	foto	फोटो	फोटोग्राफ	ফোটো	foto	ফোটো	foto		
photographer	photographer	fotografr	fotografr	फोटोग्राफर	फोटोग्राफर	ফোটোগ্রাফর	fotografr	ফোটোগ্রাফর	fotografr		
phrase	phrase	frez	muvawra	मुहावरा	फ्रेज	মুহা঵রা	muvawra	মুহা঵রা	muvawra		
physical	physical	fizikl	Saririk	शारीरिक	फिजिकल	শারীরিক	Saririk	শারীরিক	Saririk		
physically	physically	fizikli	Saririk rup se	शारीरिक रूप से	फिजिकली	শারীরিক রূপ সে	Saririk rup se	শারীরিক রূপ সে	Saririk rup se		
physician	physician	fiziSiyn	cikijsk	चिकित्सक	फिजिशियन	চিকিত্সক	cikijsk	চিকিত্সক	cikijsk		
piano	piano	piyano	piyano	पियानो	पियानो	পিযানো	piyano	পিযানো	piyano		
pick	pick	pik	cunna	चुनना	पिक	চুননা	cunna	চুননা	cunna		
